56,4,1,4,0,1,0,3,2,94.055,-39.8,yes
86,4,2,4,0,0,0,3,0,94.055,-39.8,yes
21,8,2,2,0,1,1,3,0,94.055,-39.8,yes
29,9,2,2,0,0,0,3,0,94.055,-39.8,no
26,9,1,2,0,1,1,3,1,94.055,-39.8,yes
66,4,1,4,0,0,1,3,0,94.055,-39.8,yes
31,1,2,3,0,1,0,3,0,94.055,-39.8,no
52,9,1,3,0,1,1,3,3,94.055,-39.8,no
26,9,1,2,0,0,0,3,0,94.055,-39.8,yes
37,9,2,2,0,1,1,4,2,94.215,-40.3,no
30,9,2,3,0,1,0,2,1,94.215,-40.3,no
21,8,2,4,0,1,0,2,0,94.215,-40.3,yes
46,9,1,2,0,1,0,2,0,94.215,-40.3,yes
46,9,1,2,0,1,0,2,2,94.215,-40.3,yes
30,9,2,3,0,0,0,2,2,94.215,-40.3,no
83,6,0,4,0,1,1,2,3,94.215,-40.3,no
29,9,2,2,0,0,0,2,0,94.215,-40.3,yes
35,9,2,3,0,0,0,2,0,94.215,-40.3,no
46,9,1,2,0,1,1,2,2,94.215,-40.3,yes
43,3,1,3,0,0,0,2,1,94.215,-40.3,yes
83,6,0,4,0,1,0,2,1,94.215,-40.3,yes
21,8,2,4,0,1,1,2,0,94.215,-40.3,no
35,3,2,3,0,1,0,3,2,94.215,-40.3,no
55,9,1,2,0,0,0,3,1,94.215,-40.3,yes
33,9,1,2,0,1,1,3,1,94.215,-40.3,yes
35,9,1,2,0,1,0,3,1,94.215,-40.3,yes
36,2,1,2,0,0,0,3,0,94.215,-40.3,yes
34,9,2,2,0,0,0,3,1,94.215,-40.3,yes
57,0,1,4,0,1,0,3,0,94.215,-40.3,no
58,9,1,2,0,1,0,4,2,94.215,-40.3,no
75,4,1,3,0,1,0,4,2,94.215,-40.3,yes
29,9,2,2,0,1,0,4,1,94.215,-40.3,yes
37,9,1,2,0,0,0,4,1,94.215,-40.3,yes
21,8,2,0,0,1,1,4,2,94.215,-40.3,no
25,2,2,2,0,0,1,4,4,94.215,-40.3,yes
21,8,2,0,0,0,0,4,1,94.215,-40.3,yes
21,8,2,0,0,0,0,4,0,94.215,-40.3,no
21,8,2,0,0,1,0,4,2,94.215,-40.3,yes
32,9,2,3,0,0,0,4,0,94.215,-40.3,no
39,1,1,1,0,1,0,4,1,94.215,-40.3,no
72,4,1,4,0,1,0,5,1,94.215,-40.3,no
72,4,1,4,0,1,0,5,1,94.215,-40.3,no
32,9,2,3,0,1,0,5,0,94.215,-40.3,no
46,9,1,3,0,1,0,5,0,94.215,-40.3,yes
32,3,1,3,0,0,1,5,0,94.215,-40.3,no
79,4,1,4,0,0,1,5,1,94.215,-40.3,yes
33,3,2,1,0,0,1,5,0,94.215,-40.3,no
33,5,1,3,0,1,0,5,0,94.215,-40.3,no
26,5,2,2,0,1,0,5,0,94.215,-40.3,no
33,3,1,4,0,0,1,1,0,94.215,-40.3,no
29,3,2,4,0,1,0,2,0,94.215,-40.3,no
35,1,2,1,0,1,0,2,1,94.215,-40.3,yes
29,9,2,2,0,1,0,2,1,94.215,-40.3,yes
32,1,0,1,0,1,0,3,0,94.215,-40.3,no
53,3,2,4,0,0,0,3,2,94.215,-40.3,yes
30,8,2,1,0,1,0,3,2,94.215,-40.3,yes
31,9,2,2,0,1,0,3,1,94.215,-40.3,no
29,1,2,4,0,1,0,3,0,94.215,-40.3,yes
53,3,2,4,0,1,0,3,0,94.215,-40.3,yes
45,7,1,3,0,1,0,3,0,94.215,-40.3,yes
29,1,2,1,0,1,0,3,0,94.215,-40.3,no
29,1,2,4,0,1,0,3,1,94.215,-40.3,yes
78,4,1,0,0,1,0,3,1,94.215,-40.3,no
29,9,2,3,0,1,0,3,0,94.215,-40.3,yes
34,2,1,4,0,0,0,3,0,94.215,-40.3,yes
53,3,2,4,0,1,0,3,0,94.215,-40.3,yes
35,9,1,3,0,1,0,3,1,94.215,-40.3,yes
34,2,1,4,0,1,1,3,1,94.215,-40.3,no
30,8,2,1,0,1,0,3,0,94.215,-40.3,no
78,4,1,0,0,1,0,3,0,94.215,-40.3,yes
32,9,2,3,0,1,0,4,1,94.215,-40.3,no
20,8,2,4,0,1,0,4,3,94.215,-40.3,yes
80,4,1,4,0,0,0,4,0,94.215,-40.3,yes
70,4,0,4,0,0,0,4,2,94.215,-40.3,yes
35,9,1,3,0,0,0,4,1,94.215,-40.3,yes
23,3,2,4,0,0,0,4,1,94.215,-40.3,yes
32,9,2,3,0,1,0,4,1,94.215,-40.3,no
28,3,2,3,0,1,0,4,0,94.215,-40.3,yes
47,9,2,4,0,1,1,4,1,94.215,-40.3,yes
38,1,1,1,0,0,0,4,0,94.215,-40.3,no
54,4,2,4,0,1,0,4,0,94.215,-40.3,no
63,4,1,4,0,1,0,4,1,94.215,-40.3,no
31,9,2,3,0,1,0,5,2,94.215,-40.3,yes
26,1,2,3,0,0,0,5,1,94.215,-40.3,no
32,9,2,3,0,0,0,5,3,94.215,-40.3,no
44,9,1,0,0,0,0,5,1,94.215,-40.3,yes
31,9,1,2,0,0,0,5,0,94.215,-40.3,no
60,9,1,3,0,0,0,5,2,94.215,-40.3,yes
51,9,1,3,0,0,1,5,0,94.215,-40.3,yes
31,9,1,2,0,1,1,5,0,94.215,-40.3,no
54,9,1,3,0,0,1,5,2,94.215,-40.3,no
22,9,2,3,0,1,0,1,2,94.215,-40.3,yes
56,1,1,1,0,1,0,1,1,94.215,-40.3,yes
49,1,0,1,0,1,0,1,1,94.215,-40.3,yes
78,4,1,4,0,0,0,1,0,94.215,-40.3,yes
72,4,1,4,0,1,0,1,1,94.215,-40.3,no
72,4,1,4,0,1,0,1,0,94.215,-40.3,yes
78,4,1,4,0,1,0,1,1,94.215,-40.3,yes
56,1,1,1,0,0,0,1,1,94.215,-40.3,yes
56,5,0,4,0,1,0,1,0,94.215,-40.3,yes
66,4,1,4,0,1,0,1,0,94.215,-40.3,yes
78,4,1,4,0,1,0,1,2,94.215,-40.3,yes
29,9,1,3,0,1,0,1,0,94.215,-40.3,yes
30,1,1,3,0,1,1,1,0,94.215,-40.3,yes
28,1,2,3,0,0,0,2,2,94.215,-40.3,no
28,2,2,2,0,1,0,2,0,94.215,-40.3,no
66,6,1,4,0,0,1,2,1,94.215,-40.3,no
29,1,2,1,0,0,1,2,2,94.215,-40.3,yes
54,0,1,4,0,1,0,2,2,94.215,-40.3,no
28,1,2,3,0,1,0,2,0,94.215,-40.3,no
23,8,2,0,0,0,0,2,1,94.215,-40.3,yes
35,3,1,2,0,1,0,2,0,94.215,-40.3,no
62,4,1,2,0,0,0,2,0,94.215,-40.3,yes
23,5,2,2,0,0,0,2,0,94.215,-40.3,no
38,9,1,2,0,0,0,2,1,94.215,-40.3,no
48,1,1,1,0,0,0,2,1,94.215,-40.3,no
66,6,1,4,0,0,0,2,0,94.215,-40.3,yes
23,9,2,3,0,1,0,3,2,94.215,-40.3,no
82,6,0,4,0,0,0,3,0,94.215,-40.3,yes
72,4,1,4,0,0,0,3,0,94.215,-40.3,no
72,4,1,4,0,1,0,3,0,94.215,-40.3,yes
37,5,2,3,0,1,1,3,2,94.215,-40.3,yes
21,8,2,4,0,0,0,4,0,94.215,-40.3,no
24,1,2,1,0,1,0,4,1,94.215,-40.3,yes
71,4,1,1,0,1,0,4,0,94.215,-40.3,no
52,9,1,3,0,1,1,4,0,94.215,-40.3,yes
24,2,2,2,0,1,0,4,2,94.215,-40.3,yes
43,1,1,1,0,1,0,4,0,94.215,-40.3,yes
64,9,1,2,0,0,0,4,0,94.215,-40.3,yes
45,7,1,3,0,1,0,4,2,94.215,-40.3,yes
40,7,1,3,0,1,0,4,0,94.215,-40.3,yes
30,9,2,3,0,1,0,4,0,94.215,-40.3,yes
34,1,2,4,0,0,0,4,1,94.215,-40.3,no
29,3,2,3,0,0,0,4,0,94.215,-40.3,no
